zipcode_link,zip4,PROVINCIE,URB2,INKOMEN,SOCKL_A,SOCKL_B1,SOCKL_B2,SOCKL_C,SOCKL_D,OPL_HOOG,OPL_MID,OPL_LAAG,TWEEVERD2,K_WON_EIG2,WOZ_WON,K_HPR_WON,LEVENSFAS2,K_ALLEEN2,K_PAAR_MK2,K_PAAR_ZK2,K_JALLEEN2,K_MALLEEN2,K_OALLEEN2,K_PAARAJK2,K_PAARAOK2,K_JPAARZK2,K_MPAARZK2,K_OPAARZK2,K_G_GEZGRT,LENEN2,SPAREN2,KOOPINTERN,K_AUTOBEZ2
21598,1053,Noord-Holland,1,6,4,3,2,1,1,5,2,1,3,2,10,NA,2,5,3,2,2,4,2,2,2,2,1,2,2,3,6,6,2
15043,1054,Noord-Holland,1,1,5,2,2,1,1,5,2,1,4,2,14,NA,1,4,4,3,4,1,2,3,3,2,2,3,4,4,6,6,3
18857,1054,Noord-Holland,1,1,5,2,1,1,1,5,2,1,3,2,11,10,3,5,4,3,1,2,4,2,3,1,2,3,3,3,6,4,3
10237,1054,Noord-Holland,1,2,5,2,1,1,1,5,2,1,3,1,10,7,1,5,3,3,4,3,3,3,2,3,1,2,3,3,5,6,1
18229,1054,Noord-Holland,1,1,5,1,1,1,1,5,1,1,3,3,10,NA,3,4,4,3,1,2,4,3,3,1,1,3,4,4,6,6,3
25600,1054,Noord-Holland,1,1,5,1,1,1,1,5,1,1,3,2,10,NA,1,5,3,3,4,3,3,3,2,3,1,1,3,4,6,6,2
25554,1054,Noord-Holland,1,2,4,3,2,1,1,4,3,1,4,3,11,9,3,4,4,4,1,2,4,4,2,2,3,2,3,4,5,5,3
11496,1054,Noord-Holland,1,3,3,3,3,1,1,3,4,1,3,2,10,10,7,4,4,4,3,2,3,3,2,4,2,1,3,2,6,6,1
12191,1054,Noord-Holland,1,2,2,4,2,1,1,5,2,1,2,2,10,NA,1,5,2,3,4,2,2,1,2,2,2,2,2,3,6,6,1
24378,1054,Noord-Holland,1,2,4,2,2,2,1,4,3,1,3,2,12,NA,2,4,3,4,1,4,1,3,1,1,3,3,4,4,6,6,3
22395,1054,Noord-Holland,1,2,5,2,2,1,1,5,1,1,4,2,10,11,1,4,4,3,4,2,2,4,2,2,3,2,3,4,6,6,2
19135,1054,Noord-Holland,1,1,5,1,1,1,1,5,1,1,4,2,10,5,1,4,4,4,3,3,2,3,3,2,3,2,3,4,6,6,2
20617,1055,Noord-Holland,1,3,4,3,1,1,1,5,1,1,3,3,9,8,2,5,3,3,4,4,1,2,2,2,2,2,2,4,6,6,3
10528,1055,Noord-Holland,1,3,2,2,4,3,1,2,5,1,4,2,8,8,3,5,4,2,3,2,4,2,3,2,2,1,3,4,5,5,2
23835,1055,Noord-Holland,1,3,1,2,3,3,2,2,4,2,3,1,7,6,1,5,3,3,4,3,3,3,2,2,3,1,3,4,3,6,1
11478,1055,Noord-Holland,1,4,1,2,4,3,1,1,5,2,4,2,8,6,2,4,4,3,2,4,3,4,1,3,2,1,4,5,5,5,2
24078,1055,Noord-Holland,1,2,3,3,2,2,1,3,4,1,5,2,10,7,4,4,4,3,3,3,2,3,3,3,2,2,4,4,6,6,3
24904,1055,Noord-Holland,1,3,1,2,4,2,2,1,5,2,4,2,9,5,4,4,4,2,3,3,2,3,3,2,1,1,4,5,3,6,2
19903,1055,Noord-Holland,1,4,3,2,4,1,1,3,4,1,3,2,11,5,2,5,3,3,2,4,3,3,1,2,2,2,2,4,5,5,1
18683,1055,Noord-Holland,1,3,1,1,5,1,1,1,5,2,4,1,9,6,4,4,4,2,2,3,3,4,1,2,1,1,4,5,5,6,1
25028,1055,Noord-Holland,1,4,1,1,3,4,1,1,5,2,2,1,8,6,4,5,4,2,3,3,3,4,3,1,1,2,3,4,3,3,1
22173,1056,Noord-Holland,1,3,1,2,4,3,2,2,4,3,2,2,9,9,3,4,4,2,2,1,4,4,3,2,1,2,4,4,3,4,2
12873,1056,Noord-Holland,1,4,1,2,4,1,2,1,3,4,4,2,10,8,4,4,4,3,3,2,3,3,3,3,2,1,4,4,4,5,2
20417,1056,Noord-Holland,1,2,3,3,2,1,1,5,2,1,3,2,8,6,2,5,3,4,3,4,2,3,2,3,2,2,3,4,6,6,2
18259,1056,Noord-Holland,1,1,5,2,1,1,1,5,1,1,5,3,10,NA,2,4,4,3,1,4,2,3,3,2,2,2,4,5,6,6,5
23303,1056,Noord-Holland,1,2,5,2,2,1,1,5,2,1,5,3,10,9,2,4,4,4,1,3,3,3,2,3,2,1,3,5,6,6,4
16052,1056,Noord-Holland,1,6,3,3,2,1,2,5,2,2,3,2,9,8,2,5,4,3,2,4,3,3,2,1,3,1,3,4,5,6,3
14991,1056,Noord-Holland,1,1,5,2,1,1,1,5,1,1,4,3,9,NA,4,4,3,4,3,3,2,3,1,3,3,1,3,4,6,6,3
14013,1056,Noord-Holland,1,3,2,2,5,1,1,2,5,1,2,2,9,5,2,5,3,3,2,4,3,3,2,2,2,2,3,3,4,4,1
11195,1056,Noord-Holland,1,3,4,2,2,2,1,4,3,2,5,4,9,5,8,4,3,4,3,3,1,3,2,2,4,2,3,4,5,6,4
15461,1056,Noord-Holland,1,3,2,3,4,1,1,2,5,1,2,2,9,9,2,5,4,2,2,4,2,3,2,2,2,1,3,3,6,6,1
19242,1056,Noord-Holland,1,3,2,3,3,2,1,4,3,2,3,2,9,5,1,5,3,4,4,3,3,2,2,3,2,2,3,4,5,6,1
10411,1057,Noord-Holland,1,6,4,2,1,1,1,5,1,1,4,4,10,1,2,5,3,4,3,3,2,3,1,3,3,1,2,3,6,6,3
20894,1057,Noord-Holland,1,3,3,4,2,1,1,5,2,1,4,2,9,9,1,5,3,4,4,3,2,2,2,3,3,1,2,3,6,6,1
12274,1057,Noord-Holland,1,5,1,2,5,1,1,1,5,1,3,1,9,6,2,4,4,1,3,4,1,3,4,1,1,1,4,4,4,6,1
21324,1057,Noord-Holland,1,3,1,1,3,4,2,2,5,1,3,2,8,6,3,5,3,3,1,2,4,2,3,2,2,3,3,4,4,3,2
17109,1057,Noord-Holland,1,3,2,4,3,1,1,2,4,2,3,2,10,6,3,5,3,3,1,3,4,3,1,2,2,2,3,4,5,4,5
23339,1057,Noord-Holland,1,3,2,3,3,1,1,2,4,2,4,1,9,11,4,4,4,4,3,2,3,4,2,3,1,2,3,4,4,6,2
15440,1057,Noord-Holland,1,3,3,3,3,1,1,3,4,1,3,2,9,7,3,5,3,3,1,2,4,3,2,2,2,2,2,4,6,5,2
13258,1057,Noord-Holland,1,2,5,2,2,1,1,5,1,2,4,3,10,3,7,4,3,4,3,3,2,3,2,3,3,1,3,4,5,6,3
21830,1057,Noord-Holland,1,3,2,2,5,2,1,2,5,1,2,1,9,3,3,5,3,2,2,4,4,3,1,1,2,1,2,2,6,4,1
24001,1057,Noord-Holland,1,2,4,2,2,1,1,5,2,1,3,2,9,6,2,5,3,3,2,4,3,3,2,2,3,2,3,4,6,6,2
13840,1057,Noord-Holland,1,3,3,3,2,2,1,5,2,1,3,2,8,6,1,5,3,4,4,3,2,3,1,3,3,2,3,4,5,6,1
19770,1057,Noord-Holland,1,3,2,3,2,2,1,4,3,2,3,2,9,9,1,5,3,3,4,4,2,2,2,2,3,1,2,3,5,6,2
12152,1057,Noord-Holland,1,3,1,4,3,1,1,2,5,1,4,1,10,9,2,4,4,3,1,4,2,3,3,2,2,2,4,5,6,5,3
19894,1057,Noord-Holland,1,3,3,3,2,1,1,4,3,1,4,2,9,5,1,5,3,3,3,3,2,3,2,3,2,2,3,5,5,6,3
21305,1057,Noord-Holland,1,3,2,2,4,1,1,2,5,1,2,2,9,8,1,5,3,2,4,3,3,3,3,1,2,1,3,4,6,3,1
16305,1057,Noord-Holland,1,4,2,5,2,1,1,2,5,1,5,2,10,NA,4,3,4,4,1,3,2,4,2,4,1,1,4,5,6,6,5
14863,1057,Noord-Holland,1,4,1,2,5,2,1,1,5,3,1,1,10,NA,2,5,4,2,1,4,3,3,3,1,2,1,4,3,3,1,1
25308,1058,Noord-Holland,1,1,5,1,1,1,1,5,1,1,3,2,10,11,4,4,4,4,3,3,3,3,2,3,2,3,3,4,6,6,2
23462,1058,Noord-Holland,1,1,5,1,1,1,1,5,1,1,4,4,13,NA,9,3,3,5,3,1,3,3,3,1,3,4,4,4,5,5,4
23976,1058,Noord-Holland,1,2,4,3,2,2,1,5,2,1,3,2,9,7,1,5,3,3,4,3,2,3,1,2,2,1,3,3,6,6,1
16250,1058,Noord-Holland,1,4,3,3,3,2,1,3,4,1,2,2,10,6,2,5,3,2,3,4,3,3,1,2,2,1,3,4,4,5,1
11210,1058,Noord-Holland,1,2,5,2,1,1,1,5,1,1,5,3,12,NA,4,4,4,4,3,2,2,4,1,3,3,2,3,4,6,6,4
18444,1058,Noord-Holland,1,3,3,2,3,1,1,4,3,2,3,2,9,8,2,5,3,4,2,4,2,3,2,3,3,2,3,4,5,6,3
25523,1059,Noord-Holland,1,2,3,3,2,2,1,5,2,1,3,2,9,6,2,5,3,2,3,4,2,3,2,1,1,2,2,3,5,6,1
23095,1059,Noord-Holland,1,2,4,3,2,1,1,5,2,1,3,2,9,4,1,5,3,3,4,2,3,2,2,2,2,2,2,3,5,6,2
14239,1059,Noord-Holland,1,5,1,1,1,5,1,1,1,5,1,1,8,NA,3,5,1,2,1,2,4,1,1,2,2,1,1,1,1,1,1
14729,1059,Noord-Holland,1,2,4,2,2,1,1,5,2,1,3,2,10,8,1,5,3,3,4,3,2,3,2,2,2,2,3,4,5,6,1
24350,1060,Noord-Holland,1,2,5,2,1,1,1,5,1,1,5,4,10,NA,4,4,5,3,2,3,3,4,3,1,3,2,4,4,6,6,4
21438,1060,Noord-Holland,1,2,5,2,1,1,1,5,1,1,6,5,11,NA,8,1,4,4,1,1,1,4,3,1,4,1,6,5,6,6,5
17633,1060,Noord-Holland,1,4,1,2,2,2,3,1,3,4,2,2,7,NA,3,5,3,4,1,2,4,2,2,2,2,3,3,1,2,2,2
18549,1060,Noord-Holland,1,1,5,2,1,1,1,5,2,2,5,4,10,8,4,3,5,4,1,2,2,4,4,1,2,4,5,4,5,6,5
11877,1060,Noord-Holland,1,2,4,3,2,1,1,4,3,2,4,3,9,11,2,4,4,4,2,3,3,3,2,2,2,3,3,3,5,6,3
24590,1060,Noord-Holland,1,4,1,4,2,2,1,1,5,2,1,1,10,9,9,3,3,5,2,3,1,3,2,2,2,4,3,3,3,3,3
22438,1060,Noord-Holland,1,3,1,4,3,1,2,1,4,3,3,1,10,9,3,4,4,4,1,3,4,3,3,1,3,3,5,4,6,4,4
22898,1060,Noord-Holland,1,3,2,4,2,2,1,2,5,2,5,3,10,8,6,3,4,4,1,3,3,3,3,1,3,3,5,4,5,5,5
25486,1060,Noord-Holland,1,1,5,1,1,1,1,5,1,1,6,5,11,NA,4,2,5,4,1,2,1,4,4,2,3,2,5,4,6,6,5
22648,1060,Noord-Holland,1,1,5,1,1,1,1,5,1,1,6,4,11,NA,6,1,5,3,1,1,1,4,4,1,1,3,6,5,6,6,5
23327,1060,Noord-Holland,1,2,4,2,2,1,1,4,2,2,5,4,9,6,4,4,4,4,3,3,1,3,3,2,2,3,4,4,6,6,3
14165,1061,Noord-Holland,1,2,3,3,2,1,1,5,2,1,4,2,7,NA,1,5,3,3,4,2,2,3,2,3,2,2,3,4,6,6,2
11741,1061,Noord-Holland,1,4,1,1,4,2,2,1,1,5,5,1,7,6,4,3,5,2,1,2,3,4,4,1,1,2,6,5,2,5,1
10127,1061,Noord-Holland,1,4,1,3,4,1,1,1,3,4,5,1,10,5,4,3,5,3,1,3,1,4,2,2,2,2,6,6,6,6,3
13593,1061,Noord-Holland,1,3,3,2,3,1,1,3,3,2,2,2,10,NA,1,5,3,3,4,3,2,3,2,3,2,2,3,3,4,4,1
21118,1061,Noord-Holland,1,4,1,1,4,3,2,1,4,3,1,1,7,6,4,4,4,3,1,3,3,4,2,3,2,1,4,3,4,3,1
19684,1061,Noord-Holland,1,NA,5,2,1,1,1,5,1,1,5,2,10,NA,4,4,4,4,4,2,1,4,2,4,2,2,4,5,6,6,4
10071,1061,Noord-Holland,1,4,1,2,4,2,2,1,3,4,3,2,7,11,6,3,5,2,1,3,2,4,4,2,1,2,6,4,2,4,1
15588,1061,Noord-Holland,1,5,1,2,4,2,2,1,3,4,2,2,9,NA,4,4,5,2,2,3,2,4,3,1,2,2,5,5,4,4,1
10339,1061,Noord-Holland,1,NA,4,3,1,1,1,4,3,1,6,2,11,NA,4,3,5,4,1,3,1,4,3,2,3,2,5,6,6,6,5
14848,1061,Noord-Holland,1,3,2,3,3,2,1,2,5,2,4,2,10,NA,4,4,4,3,3,3,2,4,3,2,2,3,5,5,3,5,3
15924,1061,Noord-Holland,1,4,1,1,2,4,3,1,3,4,2,1,4,NA,4,4,5,3,3,2,2,4,3,3,1,2,4,5,3,1,1
25558,1061,Noord-Holland,1,4,1,1,1,3,4,1,1,5,2,1,7,6,2,5,4,1,1,4,3,4,3,1,1,1,4,4,3,1,1
25385,1062,Noord-Holland,1,5,1,1,2,2,5,1,2,5,1,1,8,NA,3,5,2,3,1,1,4,2,2,1,1,3,2,1,1,1,2
22206,1062,Noord-Holland,1,5,3,2,2,2,3,3,4,1,4,3,10,6,7,4,3,4,4,2,1,3,2,4,1,1,3,4,6,6,2
22489,1062,Noord-Holland,1,NA,4,4,1,1,1,4,4,1,5,3,10,NA,9,1,4,4,1,1,1,1,4,1,1,4,3,4,6,5,5
12136,1062,Noord-Holland,1,4,1,1,4,2,2,1,2,5,1,1,8,9,4,4,5,3,2,3,3,4,3,3,1,2,5,4,3,3,1
12387,1062,Noord-Holland,1,NA,4,3,1,1,1,5,2,1,4,2,11,NA,7,3,3,4,3,2,1,3,2,4,1,2,4,6,6,6,4
10649,1062,Noord-Holland,1,3,2,2,3,3,1,4,3,1,3,2,8,9,7,4,2,4,2,3,3,2,1,4,2,2,2,3,6,6,3
13964,1062,Noord-Holland,1,4,2,2,2,3,2,2,5,1,3,2,10,5,7,4,4,4,4,2,2,3,2,4,1,2,4,4,6,6,2
20118,1062,Noord-Holland,1,3,1,1,3,4,2,1,5,2,2,1,7,7,7,4,4,4,2,1,4,2,4,4,1,1,3,3,4,3,1
14904,1062,Noord-Holland,1,2,1,1,5,1,1,5,1,1,1,1,11,5,1,5,2,2,4,1,1,2,2,2,1,2,2,1,6,6,1
13110,1062,Noord-Holland,1,3,1,3,4,2,1,5,2,2,1,1,6,NA,7,4,1,4,3,4,1,1,1,4,1,1,2,2,6,6,1
10505,1062,Noord-Holland,1,5,1,1,2,2,4,1,1,5,1,1,8,8,2,5,3,2,1,4,4,1,3,1,1,2,3,2,1,2,1
10964,1063,Noord-Holland,1,2,4,3,1,1,1,4,3,1,5,4,9,NA,6,3,4,4,2,1,3,3,4,2,2,3,5,4,6,5,4
10489,1063,Noord-Holland,1,4,1,1,3,4,2,1,1,5,2,1,6,7,4,4,5,3,1,2,3,4,4,3,1,1,6,5,2,2,1
18486,1063,Noord-Holland,1,4,2,1,3,2,3,2,1,5,4,1,9,1,3,4,4,1,1,3,4,3,4,1,1,1,4,5,1,2,4
11381,1063,Noord-Holland,1,4,1,1,3,4,1,1,3,4,2,2,5,7,4,5,4,2,3,3,2,4,1,1,1,2,4,6,4,3,2
22330,1063,Noord-Holland,1,4,1,1,4,3,2,1,3,4,3,1,9,9,3,4,4,3,1,2,4,4,3,1,3,1,4,3,2,4,2
23511,1064,Noord-Holland,1,2,3,2,2,3,2,3,4,2,5,3,10,6,4,4,4,4,3,3,3,4,3,1,3,2,3,5,5,5,4
14376,1064,Noord-Holland,1,2,2,2,4,1,1,4,3,1,3,3,6,NA,1,5,3,3,4,3,2,3,1,1,2,2,2,4,6,6,3
13847,1064,Noord-Holland,1,2,3,2,3,1,1,4,3,1,3,4,6,NA,1,5,3,4,3,3,3,3,1,2,3,3,2,4,6,6,4
15865,1064,Noord-Holland,1,3,1,1,2,4,2,1,3,4,2,1,4,5,1,5,4,2,4,3,2,3,3,2,1,1,4,6,3,2,2
11343,1064,Noord-Holland,1,2,1,2,4,3,1,2,5,2,4,1,5,11,7,3,4,4,1,3,2,3,2,4,2,2,3,5,4,5,2
20723,1064,Noord-Holland,1,2,2,3,3,3,1,3,4,1,3,2,7,11,2,5,3,4,3,4,3,3,2,3,2,2,3,4,4,6,3
20275,1064,Noord-Holland,1,2,2,3,4,1,1,3,4,1,2,2,8,NA,1,5,3,2,4,3,3,3,1,2,2,1,2,4,4,6,2
21689,1064,Noord-Holland,1,4,1,1,1,3,4,1,3,4,1,1,4,9,1,5,4,1,4,2,1,4,1,1,1,1,3,4,5,2,1
20984,1064,Noord-Holland,1,4,1,1,2,5,2,1,1,5,2,1,5,5,2,4,5,1,1,4,2,3,4,1,1,1,4,5,4,2,1
23233,1064,Noord-Holland,1,5,1,1,2,4,3,1,3,5,1,1,6,6,7,4,3,4,1,1,4,3,1,4,1,1,3,4,2,1,2
10886,1064,Noord-Holland,1,2,3,2,3,2,1,4,3,1,4,2,8,NA,2,4,4,3,3,4,2,4,2,3,2,2,3,5,5,6,2
25569,1064,Noord-Holland,1,4,1,1,2,4,2,1,2,5,2,1,5,7,2,4,4,2,2,4,2,4,3,1,1,2,4,5,3,2,1
13075,1064,Noord-Holland,1,5,1,1,2,4,3,1,2,5,3,1,6,3,1,4,4,3,4,3,1,3,3,3,1,2,4,5,4,3,1
15520,1064,Noord-Holland,1,4,1,1,2,4,3,1,2,5,2,1,4,11,1,5,4,2,3,3,3,3,2,1,2,1,4,5,3,2,1
14513,1064,Noord-Holland,1,2,3,4,1,1,1,4,4,1,5,5,9,NA,9,3,4,4,1,1,3,4,1,1,3,4,3,4,6,5,5
10947,1064,Noord-Holland,1,4,2,2,3,3,2,2,4,2,4,2,7,7,4,4,4,3,2,2,4,4,3,2,2,2,4,4,3,4,3
12227,1064,Noord-Holland,1,1,5,1,1,1,1,5,1,1,3,4,11,11,9,4,4,4,2,3,3,3,2,1,2,3,3,4,6,6,4
24165,1064,Noord-Holland,1,4,1,1,3,4,1,1,2,4,2,2,8,9,3,5,4,2,3,3,4,3,2,2,1,2,3,4,3,2,2
22741,1064,Noord-Holland,1,1,5,1,1,1,1,5,2,1,4,4,9,NA,9,4,3,4,2,3,3,3,3,2,2,4,3,2,6,6,5
11007,1064,Noord-Holland,1,4,1,1,1,4,3,1,4,3,1,1,5,NA,2,5,3,2,4,4,3,2,2,2,1,1,2,4,4,2,1
25565,1064,Noord-Holland,1,3,1,1,2,4,3,2,4,3,2,1,5,3,1,5,4,1,4,2,2,3,3,1,1,1,3,5,6,3,1
21567,1064,Noord-Holland,1,5,1,1,1,1,5,1,5,2,1,1,3,NA,1,5,3,1,4,2,3,2,2,1,1,1,2,2,3,2,1
13284,1064,Noord-Holland,1,3,1,2,4,3,1,1,2,5,5,1,5,9,4,3,5,2,1,3,1,4,3,1,2,1,6,6,5,6,1
20941,1064,Noord-Holland,1,5,1,2,3,3,2,2,3,4,2,1,5,4,4,4,5,2,3,2,2,4,4,2,1,1,5,5,3,2,1
20059,1064,Noord-Holland,1,5,2,3,2,3,1,1,3,4,4,2,5,2,4,4,5,2,3,2,2,4,3,1,2,1,6,6,6,5,2
24809,1064,Noord-Holland,1,6,5,2,2,1,1,5,2,1,5,4,10,NA,9,2,4,5,1,1,2,3,4,1,3,4,5,3,5,6,5
21993,1064,Noord-Holland,1,5,2,2,2,3,3,2,5,2,3,2,8,5,2,5,4,3,1,4,2,3,3,2,2,2,4,5,4,3,2
17804,1065,Noord-Holland,1,3,1,2,3,3,1,1,5,2,2,1,7,11,4,3,4,4,2,3,2,4,1,3,2,2,4,4,3,6,1
14309,1065,Noord-Holland,1,2,1,2,4,3,1,2,5,1,3,1,7,9,7,4,4,4,1,3,3,3,3,4,1,1,3,4,5,6,1
13180,1065,Noord-Holland,1,4,1,1,3,2,4,1,4,3,1,1,6,7,1,5,4,2,4,3,2,3,3,1,1,2,4,4,4,3,1
17836,1065,Noord-Holland,1,1,5,1,1,1,1,5,1,1,5,4,11,NA,4,4,4,3,3,3,2,4,2,2,3,2,4,5,6,6,4
10589,1065,Noord-Holland,1,6,3,3,2,1,1,3,4,1,4,2,11,NA,2,4,4,3,2,4,3,3,3,1,2,2,4,4,4,6,4
25459,1065,Noord-Holland,1,3,2,2,4,2,1,3,4,1,3,4,7,NA,3,5,3,4,3,3,4,2,2,3,3,1,2,4,5,6,3
19078,1065,Noord-Holland,1,3,2,2,3,3,2,2,5,2,4,2,7,9,4,5,3,3,3,3,3,3,1,2,2,2,3,5,5,6,1
25224,1065,Noord-Holland,1,3,1,2,5,1,1,1,2,5,5,1,8,11,6,1,5,1,1,1,1,4,4,1,1,1,6,4,6,6,1
10676,1065,Noord-Holland,1,4,1,2,4,3,2,1,2,5,2,1,8,9,6,4,5,2,2,2,3,4,4,2,1,2,5,4,3,3,1
22775,1065,Noord-Holland,1,2,3,3,2,2,1,5,2,1,3,2,7,NA,1,4,3,4,3,3,2,3,1,2,3,3,3,3,4,6,3
21771,1065,Noord-Holland,1,2,1,2,3,2,2,2,4,2,4,1,7,9,1,5,4,2,3,3,3,3,3,2,1,1,3,4,4,6,2
23377,1065,Noord-Holland,1,2,4,3,1,1,1,4,3,1,4,4,9,NA,6,4,4,4,2,1,3,3,4,1,2,3,4,4,6,5,5
21636,1065,Noord-Holland,1,4,1,2,4,3,1,2,3,4,3,1,8,NA,2,4,4,2,1,3,3,3,3,1,2,1,4,5,4,4,1
18768,1065,Noord-Holland,1,4,1,2,3,3,2,1,2,5,2,1,8,10,3,5,3,3,1,1,4,2,2,2,1,3,3,2,2,3,5
11018,1065,Noord-Holland,1,5,1,2,3,3,2,1,3,4,3,2,8,10,3,5,4,2,1,1,4,1,4,1,1,2,4,4,2,4,5
22055,1065,Noord-Holland,1,3,1,3,4,2,1,2,4,3,5,3,8,NA,3,4,4,4,1,1,4,3,3,2,3,2,3,5,3,4,5
15950,1065,Noord-Holland,1,4,1,1,3,4,1,1,2,5,2,1,9,NA,2,5,4,2,1,4,3,3,3,1,1,2,3,4,3,3,3
17977,1065,Noord-Holland,1,4,1,1,2,4,2,1,2,5,2,1,5,6,4,3,5,2,1,1,3,4,3,1,2,1,5,5,3,2,1
20477,1065,Noord-Holland,1,3,1,2,3,3,2,1,4,3,2,1,6,9,2,5,4,2,1,4,3,3,2,1,2,2,3,5,4,4,1
10871,1066,Noord-Holland,1,3,2,1,4,3,1,2,5,2,4,1,8,8,4,4,4,2,3,2,3,4,3,1,2,1,3,4,4,6,1
22134,1066,Noord-Holland,1,4,1,1,5,2,1,1,5,2,1,1,10,7,7,1,4,5,1,1,1,4,1,4,1,1,5,1,6,6,1
10049,1066,Noord-Holland,1,4,1,4,3,1,1,1,5,1,3,1,10,7,4,4,5,2,1,4,2,4,2,2,1,2,6,4,6,6,1
22179,1066,Noord-Holland,1,4,1,2,4,2,1,1,3,4,2,1,9,8,6,4,5,3,1,4,2,3,4,2,2,2,5,5,4,5,1
21978,1066,Noord-Holland,1,1,5,2,2,2,1,5,1,2,5,4,12,NA,8,2,4,5,1,1,2,3,2,1,4,3,4,4,5,6,5
15961,1066,Noord-Holland,1,NA,2,5,1,1,1,5,1,1,1,1,15,NA,1,5,2,2,4,1,1,2,1,2,1,1,1,3,6,6,1
18992,1066,Noord-Holland,1,1,5,1,1,1,1,5,1,1,5,5,10,NA,9,1,4,5,1,1,1,3,3,2,3,4,4,3,6,6,5
23020,1066,Noord-Holland,1,6,3,3,2,2,1,3,4,2,5,1,9,10,4,4,5,3,2,3,3,4,3,1,2,3,5,4,6,6,4
18130,1066,Noord-Holland,1,3,1,4,3,2,1,1,4,3,2,1,9,11,2,4,4,4,1,4,2,2,3,1,2,4,4,3,3,4,4
12132,1066,Noord-Holland,1,6,4,2,2,2,1,4,2,2,4,4,10,8,8,4,4,4,3,2,3,3,3,1,3,3,4,3,6,6,4
23041,1066,Noord-Holland,1,2,3,4,2,1,1,2,4,1,5,2,10,11,6,4,4,3,3,2,3,3,4,1,1,3,4,4,4,6,4
12536,1066,Noord-Holland,1,4,1,2,4,2,2,1,2,5,1,1,10,NA,3,5,3,3,1,1,4,2,2,1,1,3,3,2,3,2,2
18129,1066,Noord-Holland,1,4,1,2,4,3,1,1,4,3,2,2,4,NA,2,5,3,4,2,4,2,3,2,3,1,3,3,3,5,4,1
11884,1066,Noord-Holland,1,2,4,3,2,1,1,4,3,1,6,5,10,NA,8,2,4,5,1,1,2,4,3,1,4,3,5,4,6,6,5
22646,1066,Noord-Holland,1,1,5,2,1,1,1,5,2,1,5,4,10,NA,6,3,4,4,2,3,2,2,4,2,2,3,4,3,6,6,4
13549,1066,Noord-Holland,1,3,1,3,4,2,1,2,4,3,3,1,10,8,9,2,4,5,1,1,2,2,3,1,1,4,4,3,2,4,5
16208,1066,Noord-Holland,1,3,2,3,3,2,2,2,5,2,3,2,10,9,4,4,4,3,3,3,2,4,3,2,2,3,4,4,4,4,2
24211,1066,Noord-Holland,1,2,5,1,1,1,1,5,1,1,5,4,10,NA,9,3,3,5,1,1,3,1,3,3,3,3,3,2,6,6,5
10813,1066,Noord-Holland,1,2,4,3,1,1,1,4,3,1,6,3,10,11,6,1,5,4,1,1,1,3,4,1,3,3,6,4,6,6,5
10872,1066,Noord-Holland,1,4,1,2,5,1,1,1,3,4,1,1,9,NA,3,5,3,3,1,1,4,3,3,1,1,3,4,1,4,2,1
17784,1066,Noord-Holland,1,1,5,2,1,1,1,5,2,1,6,4,10,NA,6,3,5,4,2,2,1,3,4,1,3,3,5,3,6,6,5
10345,1066,Noord-Holland,1,4,1,1,2,2,4,1,2,5,1,1,7,10,3,5,3,3,1,2,4,3,1,1,1,3,2,1,3,1,1
13490,1066,Noord-Holland,1,4,1,1,2,4,3,1,4,3,1,1,7,NA,1,5,3,3,4,2,3,3,2,3,1,1,2,1,3,1,1
19629,1067,Noord-Holland,1,4,1,2,4,2,1,1,3,4,3,3,8,NA,3,4,4,4,1,1,4,1,4,1,2,4,5,4,2,4,5
15719,1067,Noord-Holland,1,3,1,4,3,2,2,1,4,3,6,4,8,6,6,2,5,3,1,1,2,3,4,1,1,3,6,5,3,6,5
14677,1067,Noord-Holland,1,2,4,3,1,1,1,4,3,1,6,2,9,NA,4,3,5,4,3,2,1,4,3,3,3,1,5,5,6,6,4
21444,1067,Noord-Holland,1,2,4,2,1,1,1,5,2,1,4,1,9,11,1,5,3,3,4,3,1,3,2,3,2,2,3,4,6,6,3
23097,1067,Noord-Holland,1,4,1,1,2,3,3,1,1,5,1,1,5,6,4,4,4,3,2,3,3,4,3,2,2,2,4,5,3,2,1
11901,1067,Noord-Holland,1,5,1,2,3,2,3,1,2,5,3,1,10,5,6,4,5,1,1,3,3,3,4,1,1,1,6,4,3,5,3
11128,1067,Noord-Holland,1,3,2,2,2,2,4,2,5,2,3,2,4,11,2,5,3,3,2,4,3,3,2,1,2,2,3,4,3,5,3
24831,1067,Noord-Holland,1,5,1,1,4,1,3,1,1,5,2,1,8,6,3,4,4,2,1,1,4,3,3,1,1,2,5,4,2,2,1
22576,1067,Noord-Holland,1,2,3,3,3,1,1,3,4,1,5,2,9,NA,4,3,5,3,3,3,1,4,3,2,2,2,5,5,5,6,3
17612,1067,Noord-Holland,1,3,1,4,3,2,2,1,5,2,5,4,9,9,4,2,5,4,1,2,1,4,3,3,3,3,5,5,4,6,4
17094,1067,Noord-Holland,1,2,3,3,2,1,1,3,4,1,5,1,9,11,4,4,4,4,3,3,2,3,3,3,2,2,3,4,6,6,3
22441,1067,Noord-Holland,1,2,4,2,2,1,1,5,2,1,4,4,9,NA,2,4,4,4,3,4,2,4,2,2,3,2,4,4,6,6,4
