policy_number,claim_number,claim_date,notification_date,finish_date,description,country_code,country,amount_cas,amount_wa,cost_ca,cost_wa,amount_reclaimed,total
12464,10174,11-06-2014,09-07-2014,06-08-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1389.9,NA,39.5,NA,NA,1429.4
25082,10175,13-01-2015,14-01-2015,21-04-2016,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,4486.29,NA,NA,NA,4486.29
25083,10176,30-06-2016,02-07-2016,04-07-2016,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
25083,10177,17-06-2015,22-06-2015,25-06-2015,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
25083,10178,29-08-2014,31-08-2014,03-09-2014,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,1,NA,NA,61.5
25084,10179,25-11-2016,28-11-2016,17-02-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,563.99,NA,NA,NA,-521.69,42.3
12472,10180,26-08-2017,30-08-2017,24-12-2018,"NIET SCHULDSCHADE, VERHAALBAAR",CH,Zwitserland,1416.81,NA,NA,NA,NA,1416.81
12472,10181,06-04-2017,07-04-2017,10-05-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,2147.68,NA,NA,NA,NA,2147.68
25085,10182,30-01-2015,09-02-2015,24-02-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,525.38,NA,70.99000000000001,NA,NA,596.37
25085,10183,30-01-2015,09-02-2015,17-03-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,NA,NA,NA,NA,NA,0
25086,10184,20-06-2019,27-06-2019,04-07-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12476,10185,14-11-2016,14-11-2016,12-12-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,839.47,NA,77.44000000000001,NA,-839.47,77.44
12478,10186,05-08-2014,07-08-2014,05-09-2014,STOND GEPARKEERD,NL,Nederland,1324.33,NA,5,NA,NA,1329.33
25087,10187,18-02-2015,27-02-2015,04-03-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
25088,10188,18-06-2014,18-06-2014,05-08-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12481,10189,13-12-2014,30-12-2014,13-01-2015,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,2781.64,NA,39.5,NA,NA,2821.14
12482,10190,11-01-2019,11-01-2019,20-02-2019,STOND GEPARKEERD,NL,Nederland,2003.1399999999999,NA,78.53,NA,NA,2081.67
12484,10191,25-02-2016,10-03-2016,31-03-2016,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1334.76,NA,NA,NA,NA,1334.76
25089,10192,29-06-2014,30-06-2014,14-07-2014,STOND GEPARKEERD,NL,Nederland,1102.54,NA,69.6,NA,NA,1172.14
12485,10193,10-07-2014,10-07-2014,21-11-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,79.6,NA,NA,79.6
12488,10194,05-09-2018,06-09-2018,10-09-2018,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
12488,10195,24-11-2016,25-11-2016,28-11-2016,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
12488,10196,11-02-2016,16-02-2016,22-02-2016,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,483.95,NA,NA,NA,NA,483.95
12489,10197,24-03-2019,27-03-2019,03-04-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
25090,10198,29-06-2015,07-07-2015,06-08-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12490,10199,26-08-2019,04-09-2019,03-10-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,794.55,NA,NA,NA,-734.9499999999999,59.6
12490,10200,09-12-2018,10-12-2018,18-12-2018,STOND GEPARKEERD,NL,Nederland,309.3,NA,NA,NA,NA,309.3
12490,10201,21-04-2017,24-04-2017,27-10-2017,GING PARKEREN (TERZIJDE VAN DE WEG),NL,Nederland,NA,490.05,NA,NA,-490.05,0
12490,10202,08-12-2015,09-12-2015,29-06-2016,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,618.8499999999999,NA,NA,NA,NA,618.85
12490,10203,06-01-2015,12-01-2015,15-01-2015,GLASSREPAIR,NL,Nederland,133.1,NA,NA,NA,NA,133.1
12490,10204,13-05-2014,19-05-2014,23-05-2014,GLASSREPAIR,NL,Nederland,133.1,NA,NA,NA,NA,133.1
12491,10205,08-10-2015,09-10-2015,26-11-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,628.21,NA,77.44000000000001,NA,-737.2700000000001,-31.62
12491,10206,16-01-2015,21-01-2015,16-04-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,917.4399999999999,NA,70.99000000000001,NA,-1278.3,-289.87
12491,10207,26-09-2014,29-09-2014,22-01-2015,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,320.66,NA,NA,NA,320.66
25091,10208,01-01-2014,06-01-2014,16-01-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,365.26,NA,21,NA,NA,386.26
25092,10209,29-07-2017,04-08-2017,08-08-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,388.89,NA,NA,NA,NA,388.89
25093,10210,06-02-2014,06-02-2014,18-06-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,755.52,NA,39.5,NA,-708.69,86.33
25094,10211,12-06-2017,04-07-2017,22-01-2018,REED ACHTERUIT OP RECHTE WEG,NL,Nederland,132.5,430.26,NA,NA,NA,562.76
25094,10212,07-06-2016,01-07-2016,04-07-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,112.11999999999999,NA,NA,NA,NA,112.12
25095,10213,26-04-2017,05-05-2017,13-06-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1943.31,NA,77.44000000000001,NA,-1943.31,77.44
12494,10214,02-02-2014,04-02-2014,25-02-2014,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,805.05,NA,32.67,NA,837.72
12496,10215,24-02-2016,24-02-2016,30-06-2016,"NIET SCHULDSCHADE, VERHAALBAAR",CH,Zwitserland,159.72,NA,NA,NA,-147.73,11.99
12496,10216,23-01-2016,25-01-2016,02-03-2016,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,679.4399999999999,NA,NA,NA,NA,679.44
12497,10217,11-08-2019,12-08-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",MA,Marokko,NA,NA,NA,NA,NA,0
12497,10218,03-07-2019,15-07-2019,22-07-2019,RUITREPARATIE DOOR CARGLASS,NL,Nederland,72.6,NA,NA,NA,NA,72.6
12497,10219,06-04-2018,17-04-2018,14-08-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12497,10220,13-01-2017,06-03-2017,13-03-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,485.69,NA,NA,NA,NA,485.69
12497,10221,05-01-2017,03-04-2017,15-11-2017,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,MA,Marokko,NA,256.51,NA,200,NA,456.51
12497,10222,09-03-2015,23-03-2015,01-04-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,505.74,NA,1,NA,NA,506.74
25096,10223,17-12-2014,19-12-2014,03-07-2015,SLOEG RECHTSAF,NL,Nederland,NA,893.04,NA,14.53,NA,907.57
25096,10224,17-12-2014,22-12-2014,23-04-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12498,10225,19-04-2014,22-04-2014,21-05-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1358.27,NA,69.6,NA,NA,1427.87
12499,10226,30-07-2014,31-07-2014,20-11-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1030.21,NA,39.5,NA,NA,1069.71
12499,10227,30-07-2014,11-12-2014,02-02-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12502,10228,03-10-2019,07-10-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12502,10229,21-03-2019,25-03-2019,17-04-2019,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1909.1399999999999,NA,NA,NA,NA,1909.14
12502,10230,10-09-2018,11-09-2018,10-05-2019,ARTIKEL 185 WVW,NL,Nederland,703.09,200,NA,NA,-325.18,577.91
12502,10231,06-11-2016,07-11-2016,05-12-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,672.57,NA,NA,NA,-622.12,50.45
12502,10232,19-05-2016,19-05-2016,14-07-2016,STOND GEPARKEERD,NL,Nederland,719.93,NA,NA,NA,-665.93,54
12502,10233,10-08-2014,01-09-2014,02-09-2014,GLASSREPAIR,NL,Nederland,93.78,NA,NA,NA,NA,93.78
12503,10234,14-01-2017,16-01-2017,13-02-2017,STOND GEPARKEERD,NL,Nederland,NA,NA,77.44000000000001,NA,NA,77.44
12503,10235,05-06-2014,11-06-2014,08-07-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1677.51,NA,39.5,NA,NA,1717.01
25097,10236,14-12-2018,17-12-2018,17-12-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
25097,10237,14-12-2018,17-12-2018,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,2839.3300000000004,NA,NA,2839.33
25097,10238,14-12-2018,29-01-2019,18-06-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12505,10239,02-04-2016,04-04-2016,03-05-2016,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1486.55,NA,NA,NA,NA,1486.55
12506,10240,15-05-2017,15-05-2017,25-07-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,4363.26,NA,NA,NA,-4036.01,327.25
12508,10241,25-07-2015,03-08-2015,20-10-2015,STORM,NL,Nederland,477.89,NA,95,NA,NA,572.89
12509,10242,12-10-2016,14-10-2016,17-10-2016,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,329.14000000000004,NA,NA,NA,NA,329.14
12510,10243,25-10-2018,26-10-2018,20-11-2018,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1262.08,NA,NA,NA,NA,1262.08
12510,10244,29-05-2015,05-06-2015,10-09-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12515,10245,19-06-2017,28-06-2017,09-08-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,684.6,NA,77.44000000000001,NA,-794.55,-32.51
12516,10246,29-11-2014,01-12-2014,24-12-2014,VERLEENDE GEEN VOORRANG,NL,Nederland,NA,1170,NA,79.6,NA,1249.6
25098,10247,05-12-2016,05-12-2016,22-03-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
25098,10248,04-08-2016,12-08-2016,15-08-2016,RUITVERVANGING DOOR CARGLASS,NL,Nederland,351.6,NA,NA,NA,NA,351.6
25098,10249,05-06-2016,05-12-2016,10-02-2017,REED VOORUIT TEGEN VAST OBJECT,NL,Nederland,1063.02,NA,NA,NA,NA,1063.02
12517,10250,25-08-2014,26-08-2014,08-10-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,916.47,NA,5,NA,NA,921.47
12518,10251,07-08-2014,11-08-2014,16-03-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1699.55,NA,70.16,NA,NA,1769.71
25099,10252,12-02-2016,16-02-2016,22-02-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,86.1,NA,NA,NA,NA,86.1
25099,10253,26-10-2015,18-12-2015,21-12-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,629.75,NA,NA,NA,NA,629.75
25100,10254,18-12-2017,22-12-2017,27-12-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,420.34000000000003,NA,NA,NA,NA,420.34
25101,10255,15-05-2014,15-05-2014,11-09-2014,AUTODIEFSTAL ETC 2E PERIODE (NA 30 DGN),NL,Nederland,12815,NA,543.2900000000001,NA,NA,13358.29
12520,10256,10-03-2017,10-04-2017,20-04-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,347.21999999999997,NA,NA,NA,NA,347.22
12520,10257,10-02-2016,24-02-2016,26-02-2016,GLASSREPAIR,NL,Nederland,82.28,NA,NA,NA,NA,82.28
12520,10258,01-06-2014,24-10-2014,06-11-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1083.71,NA,39.5,NA,NA,1123.21
25102,10259,01-02-2016,08-02-2016,23-04-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,28565.47,NA,NA,NA,-10000,18565.47
25102,10260,01-02-2016,10-02-2016,20-04-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
25103,10261,01-08-2015,23-10-2015,04-12-2015,HAGEL,S,Zweden,3851.02,NA,114.95,NA,NA,3965.97
12524,10262,01-05-2015,05-05-2015,13-05-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
12524,10263,20-08-2014,25-08-2014,16-10-2014,STAPTE IN/UIT HET VOERTUIG,NL,Nederland,NA,665.89,NA,NA,NA,665.89
12525,10264,22-06-2017,22-06-2017,12-07-2017,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,1523.3899999999999,NA,NA,NA,1523.39
12525,10265,20-05-2015,03-06-2015,10-06-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
12526,10266,01-12-2015,03-12-2015,08-12-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12526,10267,15-11-2014,17-11-2014,25-11-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,838.2,NA,39.5,NA,NA,877.7
12528,10268,12-01-2019,14-01-2019,06-02-2019,STOND GEPARKEERD,NL,Nederland,1279.76,NA,NA,NA,NA,1279.76
12529,10269,09-11-2017,14-11-2017,21-02-2018,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,7555,2803.22,77.44000000000001,9.67,NA,10445.33
12530,10270,01-11-2014,05-11-2014,20-11-2014,SCHADE DOOR SCHUIVENDE/AFVALLENDE LADING,NL,Nederland,299.72999999999996,NA,39.5,NA,NA,339.23
12531,10271,25-08-2018,05-09-2018,25-01-2019,REED ACHTERUIT OP RECHTE WEG,NL,Nederland,NA,562.76,NA,NA,NA,562.76
12531,10272,25-08-2018,25-01-2019,27-02-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,126.17999999999999,NA,NA,NA,-159.81,-33.63
12531,10273,12-05-2016,18-05-2016,23-05-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,86.1,NA,NA,NA,NA,86.1
12531,10274,24-09-2015,04-12-2015,26-01-2016,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,1454.47,NA,NA,NA,1454.47
12536,10275,28-03-2018,29-03-2018,14-05-2018,STOND GEPARKEERD,NL,Nederland,852.7700000000001,NA,NA,NA,NA,852.77
12538,10276,20-09-2019,23-09-2019,09-10-2019,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,842.06,NA,80.49000000000001,NA,NA,922.55
12538,10277,14-08-2018,15-08-2018,23-08-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12538,10278,14-08-2018,15-08-2018,07-10-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,751.97,NA,78.53,NA,-863.47,-32.97
12538,10279,24-05-2017,26-05-2017,04-07-2017,REED VOORUIT TEGEN STILSTAAND (ON)VERLICHT MTR,NL,Nederland,NA,977.9,NA,NA,NA,977.9
12541,10280,06-03-2014,07-03-2014,27-03-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1701.61,NA,39.5,NA,NA,1741.11
25104,10281,19-04-2014,22-04-2014,11-06-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,944.62,NA,5,NA,-886.07,63.55
25105,10282,13-01-2016,14-01-2016,25-04-2016,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,977.2800000000001,839.73,NA,4.91,NA,1821.92
12544,10283,23-12-2014,16-02-2015,06-03-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,494.04,NA,NA,NA,-494.04,0
25106,10284,11-01-2014,15-01-2014,22-01-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
12545,10285,15-04-2019,07-05-2019,24-06-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1107.54,NA,NA,NA,-1107.54,0
12545,10286,06-02-2017,06-02-2017,04-03-2017,STOND GEPARKEERD,NL,Nederland,716.09,NA,NA,NA,NA,716.09
12545,10287,13-10-2015,14-10-2015,23-11-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1008.64,NA,NA,NA,-932.99,75.65
12545,10288,12-01-2015,15-01-2015,21-01-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,186.66,NA,1,NA,NA,187.66
12546,10289,01-01-2016,04-01-2016,03-02-2016,"BRAND, KORTSLUITING, ONTPLOFFING, ETC.",NL,Nederland,826.2,NA,NA,NA,NA,826.2
12546,10290,22-11-2015,09-12-2015,14-12-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,340.61,NA,NA,NA,NA,340.61
12549,10291,01-03-2019,07-03-2019,07-05-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12550,10292,31-10-2014,03-11-2014,29-05-2015,STOND GEPARKEERD,NL,Nederland,621.76,NA,5,NA,-333.21999999999997,293.54
12552,10293,11-05-2015,12-05-2015,18-02-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,3036.3700000000003,NA,18.959999999999997,NA,3055.33
12556,10294,21-07-2019,22-07-2019,NA,REED ACHTERUIT TEGEN VAST OBJECT,B,Belgie,13465,NA,78.53,NA,NA,13543.53
12556,10295,03-09-2017,04-09-2017,NA,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,D,Duitsland,5245,335.78,77.44000000000001,NA,NA,5658.22
25107,10296,23-03-2016,24-03-2016,16-06-2016,STOND GEPARKEERD,NL,Nederland,NA,NA,NA,NA,NA,0
12558,10297,10-12-2016,12-12-2016,17-01-2017,AUTODIEFSTAL ETC 2E PERIODE (NA 30 DGN),NL,Nederland,7430,NA,NA,NA,NA,7430
12558,10298,21-04-2016,22-04-2016,29-07-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,3012.7599999999998,NA,77.44000000000001,NA,-3122.29,-32.09
12558,10299,23-10-2014,24-10-2014,10-01-2017,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,1068.12,5444.42,39.5,620.13,NA,7172.17
12559,10300,22-11-2017,22-01-2018,14-02-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,633.71,NA,NA,NA,633.71
12561,10301,22-09-2014,24-09-2014,25-09-2014,RUITBREUK,NL,Nederland,274.72999999999996,NA,NA,NA,NA,274.73
25108,10302,10-02-2014,19-02-2014,04-03-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1545.87,NA,39.5,NA,NA,1585.37
12562,10303,20-07-2019,22-07-2019,23-09-2019,STOND GEPARKEERD,NL,Nederland,623.14,NA,NA,NA,-326.4,296.74
25109,10304,31-03-2014,10-04-2014,16-04-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,107.58,NA,1,NA,NA,108.58
12570,10305,03-05-2016,03-05-2016,06-06-2016,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,1906.5,702.41,NA,79.4,NA,2688.31
12571,10306,08-03-2018,13-03-2018,10-10-2018,UITRIJDEN VAN IN- OF UITRIT,NL,Nederland,NA,786.5,78.53,NA,NA,865.03
12572,10307,25-10-2016,08-11-2016,15-11-2016,RUITBREUK,NL,Nederland,558.8299999999999,NA,NA,NA,NA,558.83
25110,10308,28-02-2015,02-03-2015,21-09-2015,VERKEERD INHALEN RECHTS,NL,Nederland,1081.27,NA,70.99000000000001,40.290000000000006,-500.08,692.47
12573,10309,20-12-2016,20-12-2016,17-01-2017,REED ACHTERUIT OP RECHTE WEG,NL,Nederland,867.91,5919.39,77.44000000000001,NA,NA,6864.74
25111,10310,23-05-2016,24-05-2016,05-07-2016,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,1564.47,898.01,NA,NA,NA,2462.48
12574,10311,09-11-2015,11-11-2015,17-12-2015,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,1718.74,1396.6799999999998,77.44000000000001,NA,NA,3192.86
12574,10312,06-09-2015,16-09-2015,23-09-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,490.57,NA,1,NA,NA,491.57
12574,10313,02-08-2015,18-08-2015,26-08-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
12574,10314,26-02-2015,03-03-2015,11-03-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
12574,10315,24-09-2014,25-09-2014,03-10-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,2479.62,NA,39.5,NA,NA,2519.12
12575,10316,30-07-2015,05-08-2015,31-08-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,911.15,NA,40.290000000000006,NA,NA,951.44
12575,10317,21-02-2014,21-02-2014,26-02-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,450.76,NA,1,NA,NA,451.76
12576,10318,05-02-2014,10-02-2014,28-05-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,254.1,NA,NA,NA,-254.1,0
12578,10319,21-10-2018,26-10-2018,29-10-2018,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,369.86,NA,NA,NA,NA,369.86
12578,10320,25-02-2014,28-02-2014,26-05-2014,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,310,NA,0.29000000000000004,NA,310.29
12579,10321,17-03-2014,23-04-2014,30-04-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,107.58,NA,1,NA,NA,108.58
12582,10322,20-09-2018,20-09-2018,18-12-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,3255.73,NA,NA,NA,NA,3255.73
12583,10323,12-12-2016,15-12-2016,28-02-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,796.71,NA,77.44000000000001,NA,-796.71,77.44
12584,10324,05-06-2015,09-07-2015,15-07-2015,Ruitvervanging door Glasgarage,NL,Nederland,308.38,NA,1,NA,NA,309.38
25112,10325,24-03-2015,25-03-2015,07-05-2015,AUTODIEFSTAL ETC 2E PERIODE (NA 30 DGN),NL,Nederland,15577,NA,576.26,NA,NA,16153.26
12585,10326,14-10-2017,16-10-2017,23-12-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,582.74,NA,NA,NA,-539.03,43.71
12587,10327,02-11-2017,02-11-2017,21-11-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1716.6899999999998,NA,NA,NA,NA,1716.69
12587,10328,24-08-2015,16-09-2015,23-09-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
12589,10329,10-10-2016,28-10-2016,05-01-2017,STOND GEPARKEERD,NL,Nederland,825.7900000000001,NA,77.44000000000001,NA,NA,903.23
12590,10330,08-11-2015,13-11-2015,16-11-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,NA,NA,NA,83.99
12591,10331,09-03-2016,09-03-2016,18-04-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,1123.6599999999999,NA,NA,NA,1123.66
12591,10332,27-10-2015,27-10-2015,02-12-2015,STOND GEPARKEERD,NL,Nederland,42.449999999999996,NA,NA,NA,NA,42.45
12595,10333,24-06-2015,24-06-2015,09-11-2015,STOND GEPARKEERD,NL,Nederland,1556.8,NA,70.99000000000001,NA,-1440.03,187.76
12596,10334,23-01-2018,23-01-2018,08-03-2018,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1360.33,NA,NA,NA,NA,1360.33
12596,10335,15-01-2018,17-01-2018,11-04-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,457.02,NA,NA,NA,-422.72999999999996,34.29
12599,10336,28-05-2015,17-06-2015,06-07-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,793.75,NA,33.879999999999995,NA,827.63
12600,10337,19-10-2015,28-10-2015,12-02-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,394.36,NA,NA,NA,-364.78999999999996,29.57
12600,10338,05-08-2015,05-08-2015,06-10-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,632.76,NA,5,NA,-585.3,52.46
12600,10339,12-07-2014,16-07-2014,18-07-2014,RUITBREUK,NL,Nederland,452.44,NA,NA,NA,NA,452.44
12601,10340,01-07-2017,13-07-2017,16-05-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1951.56,NA,114.95,NA,NA,2066.51
25113,10341,22-07-2018,27-07-2018,30-07-2018,RUITREPARATIE DOOR CARGLASS,NL,Nederland,69.58,NA,NA,NA,NA,69.58
25113,10342,08-08-2016,24-08-2016,29-08-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,112.11999999999999,NA,NA,NA,NA,112.12
25114,10343,25-08-2014,29-08-2014,04-09-2014,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,697.13,NA,NA,NA,697.13
12603,10344,24-04-2019,29-04-2019,07-05-2019,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,585.92,NA,NA,NA,NA,585.92
12603,10345,12-06-2017,16-06-2017,20-07-2017,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,777.65,NA,77.44000000000001,NA,NA,855.09
25115,10346,30-08-2016,30-08-2016,15-11-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,853.07,NA,77.44000000000001,NA,-962.6,-32.09
25115,10347,06-10-2014,06-10-2014,01-12-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,69.6,NA,NA,69.6
